Question ID,Question,Story#,Story,Match strength,Rationale
458,Describe a time when someone on your team challenged you to think differently about a problem.,0,No match,0,No stories discuss being challenged by team members to think differently
459,Tell me about a time when you used external trends to improve your own company's products or services.,1,The 2014 sabbatical,5,Applied European fintech innovations to improve American Express products
460,"Tell me about a time when you explored an existing process, system or solution outside of your normal scope.",1,Statements Hub,5,Explored bank statement processes across entire company beyond initial scope
460,"Tell me about a time when you explored an existing process, system or solution outside of your normal scope.",2,GBAC Vision,4,Investigated banking processes across organization to develop automation strategy
461,"Outside of your formal education and training, can you share an example of something you taught yourself?",1,The 2023 sabbatical,5,Self-taught AI/ML through projects and certifications
461,"Outside of your formal education and training, can you share an example of something you taught yourself?",2,PNC Trade Finance,4,Self-taught programming skills used to build CRM
462,Tell me about a project that required you to learn something new.,1,Ripple pilot,5,Had to learn blockchain technology to lead first payment pilot
463,Describe a situation when you willingly stepped outside of your comfort zone.,1,Global Pay Roles,5,Repeatedly took on new challenging roles outside comfort zone
463,Describe a situation when you willingly stepped outside of your comfort zone.,2,Global Pay STP rates,4,Left preferred UX role for technical STP analysis
464,Tell me about a time when you didn't know how or what to do and you had to puzzle it out for yourself?,1,PNC Canada risk review,5,Had to figure out how to recover from failed presentation through systematic approach
465,Walk me though a situation when others were unwilling to move forward into the unknown but you were not.,1,PNC Trade Finance,5,Pushed forward with unconventional CRM solution when others were hesitant
465,Walk me though a situation when others were unwilling to move forward into the unknown but you were not.,2,OLAF Scope,4,Led transformation when others preferred minor changes
466,"How do you find the time to stay inspired, acquire new knowledge, and/or innovate in your work?",1,The 2023 sabbatical,5,Took sabbatical to deeply study AI/ML and stay current
466,"How do you find the time to stay inspired, acquire new knowledge, and/or innovate in your work?",2,The 2014 sabbatical,4,Took sabbatical to learn about fintech innovations
467,How do you keep up with industry trends and best practices?,1,The 2023 sabbatical,5,Proactively studies emerging technologies through sabbaticals
467,How do you keep up with industry trends and best practices?,2,About me,4,Consistently prioritizes learning and technical skills
468,What have you learned that has helped you in your job?,1,The 2014 sabbatical,5,Learning about European fintech helped improve American Express products
468,What have you learned that has helped you in your job?,2,The 2023 sabbatical,4,Learning AI/ML to enhance product management capabilities
469,What is the coolest thing you've learned on your own that has helped you better perform your job?,1,The 2023 sabbatical,5,Self-taught AI/ML to lead future product development
470,Tell me about a time you learned something new from your peer or your direct report at work.,0,No match,0,No stories discuss learning from peers or direct reports
471,Tell me about a time when you solved a problem through just superior knowledge or observation.,1,PNC Trade Finance,5,Used observation of underlying visibility issues to solve collaboration problems
471,Tell me about a time when you solved a problem through just superior knowledge or observation.,2,OLAF Innovation,4,Used deep analysis to identify better approach to ownership documentation
472,What is a recent book you've read and what did you learn from it?,0,No match,0,No stories discuss specific books read
473,Tell me about a time you took on work outside of your comfort area and found it rewarding.,1,Global Pay Roles,5,Successfully took on multiple challenging new roles outside comfort zone
473,Tell me about a time you took on work outside of your comfort area and found it rewarding.,2,Global Pay STP rates,4,Successfully tackled technical STP analysis despite preference for UX work
474,Tell me about a time you found you needed a deeper level of subject matter expertise.,1,The 2023 sabbatical,5,Recognized need to deeply understand AI/ML for product development
474,Tell me about a time you found you needed a deeper level of subject matter expertise.,2,The 2014 sabbatical,4,Sought deeper fintech expertise through sabbatical
475,Tell me about a time you didn't know what to do next or how to solve a challenging problem.,1,PNC Canada risk review,5,Details recovery strategy after failed risk committee presentation
476,Give me an example of when you challenged the notion that something had to be done a certain way.,1,OLAF Innovation,5,Challenged standard approach to ownership documentation with segmented solution
476,Give me an example of when you challenged the notion that something had to be done a certain way.,2,PNC Trade Finance,4,Challenged notion that PMs couldn't build systems
477,What are you working on to improve your overall effectiveness at work?,1,The 2023 sabbatical,5,Investing in AI/ML knowledge to enhance product management capabilities
478,Tell me about a time when you realized that you might have lost that fresh perspective.,0,No match,0,No stories discuss losing fresh perspective
479,What is an example of how you've connected the dots to come up with a counterintuitive solution?,1,OLAF Innovation,5,Connected customer types to documentation needs for counterintuitive solution
479,What is an example of how you've connected the dots to come up with a counterintuitive solution?,2,Statements Hub,4,Connected company-wide needs to create unexpected strategic solution
480,Tell me about a time you hired someone smarter than you.,0,No match,0,No stories discuss hiring decisions
481,Tell me about a time when you challenged your team to push beyond existing standards.,1,OLAF Scope,5,"Led team to expand beyond superficial improvements, eliminating 25% of onboarding requirements"
481,Tell me about a time when you challenged your team to push beyond existing standards.,2,Global Pay STP rates,4,Pushed team to deeply analyze and question every rule/requirement to achieve 90% STP rates
482,Give me an example of when someone on your team challenged you to think differently about a problem.,0,No match,0,Stories show protagonist challenging others but not being challenged
483,"How do you stay inspired, acquire new knowledge, or innovate in your work?",1,The 2023 sabbatical,5,Took initiative to study AI/ML through formal education and hands-on projects
483,"How do you stay inspired, acquire new knowledge, or innovate in your work?",2,The 2014 sabbatical,5,Moved to London to study fintech innovations and emerging technologies
484,How do you keep up with best practices?,1,About me,4,Shows pattern of continuous learning through certifications and research sabbaticals
484,How do you keep up with best practices?,2,The Amazon experience,3,Learned Amazon's specific tools and mechanisms for product development
485,How do you keep up with industry trends and what your competitors are doing?,1,The 2014 sabbatical,5,Studied UK market leadership in payments innovation and fintech trends
485,How do you keep up with industry trends and what your competitors are doing?,2,Ripple pilot,4,Led initiative to beat competitors in blockchain adoption
486,Tell me about a time you learned something new from your peer or direct report.,0,No match,0,Stories focus on teaching/mentoring others rather than learning from them
487,Tell me about a time when you solved a problem through superior knowledge or observation.,1,PNC Trade Finance,5,Used technical knowledge to build custom CRM that transformed team performance
487,Tell me about a time when you solved a problem through superior knowledge or observation.,2,Statements Hub,4,Used cross-org knowledge to propose company-wide solution
488,Tell me about a time when you influenced a change by only asking questions.,1,Global Pay STP rates,5,"Led team to question every requirement by consistently asking ""why"""
489,Tell me about a time you took on work outside of your comfort area.,1,Global Pay STP rates,5,Left preferred UX role to tackle critical but tedious STP analysis
489,Tell me about a time you took on work outside of your comfort area.,2,Global Pay Roles,4,Adapted to multiple different roles based on program needs
490,Tell me about a time you needed a deeper level of subject matter expertise.,1,The 2023 sabbatical,5,Recognized need for AI/ML expertise and pursued comprehensive education
490,Tell me about a time you needed a deeper level of subject matter expertise.,2,The 2014 sabbatical,4,Sought deeper understanding of fintech innovation through immersion
491,Tell me about a time when you realized you might have lost that fresh perspective.,1,PNC Canada risk review,4,Realized own expertise led to using jargon that confused stakeholders
492,Give me an example of when someone on your team challenged you to think differently.,0,No match,0,Stories show protagonist challenging others but not being challenged
493,What's the coolest thing that you've learned on your own that you've then been able to apply in your job?,1,PNC Trade Finance,5,Self-taught programming led to creating impactful 15-year CRM solution
493,What's the coolest thing that you've learned on your own that you've then been able to apply in your job?,2,Ripple pilot,4,Applied blockchain knowledge from sabbatical to lead first major payment network pilot
494,Tell me about a time where someone openly challenged you.,1,GBAC Vision,5,"Executive challenged vision as too ambitious, leading to revised approach"
494,Tell me about a time where someone openly challenged you.,2,Global Pay Research,4,"Manager challenged proposed research approach, leading to compromise solution"
495,Give an example of a tough or critical piece of feedback you received.,1,PNC Canada risk review,5,Received brutal feedback about presentation approach to risk committee
496,How do you find the time to stay inspired and acquire new knowledge?,1,The 2023 sabbatical,5,Took career break to study AI/ML through formal education and projects
496,How do you find the time to stay inspired and acquire new knowledge?,2,The 2014 sabbatical,5,Took year-long sabbatical to study fintech innovations in London
497,What is the coolest thing you've learned on your own?,1,The 2023 sabbatical,5,Self-directed learning of AI/ML through multiple programs and hands-on projects
498,Tell me about a time when you solved a problem through superior knowledge.,1,PNC Trade Finance,5,Applied programming knowledge to create transformative CRM system
498,Tell me about a time when you solved a problem through superior knowledge.,2,OLAF Innovation,4,Used deep process knowledge to redesign onboarding system
499,Tell me about a time you didn't know what to do next or how to solve a problem.,1,Ripple pilot,4,Navigated uncertainty of new blockchain technology with rapid discovery process
499,Tell me about a time you didn't know what to do next or how to solve a problem.,2,PNC Canada risk review,4,Had to develop new approach after initial risk committee presentation failed
500,Tell me about a time when you might have lost that fresh perspective.,1,PNC Canada risk review,4,Expert knowledge led to ineffective communication with risk committee
501,Give me an example of when someone challenged you to think differently.,1,GBAC Vision,5,"Executive challenged vision as too ambitious, leading to new approach with more analysis and visualization"
501,Give me an example of when someone challenged you to think differently.,2,Global Pay Research,4,Manager's challenge led to creative two-stage research compromise
501,Give me an example of when someone challenged you to think differently.,3,PNC Canada risk review,4,Risk committee's challenge led to complete rethinking of presentation approach
502,Tell me about a time when you took on something significant outside your area of responsibility.,1,PNC Trade Finance,5,Went beyond marketing assignment to build custom CRM system
502,Tell me about a time when you took on something significant outside your area of responsibility.,2,Statements Hub,4,Transformed API request into company-wide connectivity strategy
503,Describe a time when you didn't think you were going to meet a commitment you promised.,1,Ripple pilot,4,Identified timeline risk and took on PM role to meet strategic deadline
504,Give me an example of an initiative you undertook because you saw that it could benefit the whole company.,1,Statements Hub,5,Identified and proposed company-wide solution when no team owned the problem
504,Give me an example of an initiative you undertook because you saw that it could benefit the whole company.,2,GBAC Vision,4,Developed comprehensive solution for banking process automation
505,Tell me about a time when you made a hard decision to sacrifice short term gain for something that would create long term value.,1,Global Pay Research,5,Chose comprehensive research over quick solution despite team pressure
506,Describe a time when you had to transition a project you owned to a new owner.,1,Global Pay STP rates,5,Trained analyst to take over STP analysis as junior product manager
506,Describe a time when you had to transition a project you owned to a new owner.,2,PNC Trade Finance,4,Successfully transitioned custom CRM to IT department
507,Tell me about a time that you chose to get involved in a project that you had already transitioned to somebody else.,0,No match,0,No stories describe re-involvement after transition
508,Tell me about a time when you saw a peer struggling and decided to step in and help.,1,Global Pay STP rates,4,Identified and mentored analyst showing product management potential
509,Tell me about a time when you decided to accept a trade off of short term benefit in order to secure long term benefit?,1,Global Pay Research,5,Chose longer research timeline for better long-term product decisions
509,Tell me about a time when you decided to accept a trade off of short term benefit in order to secure long term benefit?,2,GBAC Vision,4,Accepted longer timeline to build trust and support for vision
510,Tell me about a time you missed a deadline.,1,Ripple pilot,3,Missed quarter deadline but still achieved strategic goal of beating competitors
511,"Walk me through a situation where you supported a colleague to achieve something, when there was no obligation or benefit to you doing so.",1,Global Pay STP rates,5,Voluntarily mentored analyst to help them transition to product management role
512,Give me an example of when you handed over a business critical project to a colleague.,1,Global Pay STP rates,5,Documented process and trained analyst to take over STP analysis work
512,Give me an example of when you handed over a business critical project to a colleague.,2,PNC Trade Finance,4,Handed over custom CRM system to IT department for long-term maintenance
513,Give me an example of a time when you revised a decision or a plan based on the consequences on other teams.,1,OLAF Innovation,4,Redesigned onboarding process considering impact on all stakeholder teams
514,Describe a situation where you failed to deliver on something important to a customer or colleague.,1,PNC Canada risk review,5,Failed initial risk committee presentation but recovered through systematic follow-up
515,Provide an example of when you personally demonstrated ownership.,1,PNC Trade Finance,5,Took initiative beyond assignment to build transformative CRM system
515,Provide an example of when you personally demonstrated ownership.,2,Statements Hub,4,Transformed simple API request into comprehensive company-wide strategy
516,Tell me about a time you went above and beyond.,1,PNC Trade Finance,5,Built custom CRM system despite it being outside normal PM role
516,Tell me about a time you went above and beyond.,2,Global Pay STP rates,4,Took on additional critical role despite having UX responsibilities
517,Describe a project or idea that was implemented primarily because of your efforts.,1,PNC Trade Finance,5,Personally conceived and built CRM system that lasted 15 years
517,Describe a project or idea that was implemented primarily because of your efforts.,2,OLAF Scope,4,Drove expansion of scope to create transformative onboarding solution
518,When did you work on a project where you were the driving factor?,1,OLAF Scope,5,Led initiative to expand scope and eliminate 25% of onboarding requirements
518,When did you work on a project where you were the driving factor?,2,Ripple pilot,4,Drove first blockchain payment pilot among major networks
519,Give me an example of a time when you didn't think you were going to meet the commitments you promised.,1,Ripple pilot,4,Identified timeline risk and took on PM role to meet strategic deadline
520,Tell me about a time you had to make a short-term sacrifice in order to achieve a long-term goal.,1,Global Pay Research,5,Sacrificed immediate progress for comprehensive research to ensure better outcomes
520,Tell me about a time you had to make a short-term sacrifice in order to achieve a long-term goal.,2,GBAC Vision,4,Accepted longer timeline to build trust and support for ambitious vision
521,Tell me about a time when you had to leave a task unfinished.,1,GBAC Vision,4,Project put on hold due to company downturn despite significant progress
522,Tell me about a time when you had to work on a project with unclear responsibilities.,1,Ripple pilot,5,Navigated complex project across multiple partners in different time zones
523,Give an example of when you saw a peer struggling and decided to step in and help.,1,Global Pay STP rates,5,Identified analyst's potential and mentored them into product management
524,When did you see a bigger opportunity than your manager?,1,PNC Trade Finance,5,Saw opportunity beyond marketing project to build transformative CRM
524,When did you see a bigger opportunity than your manager?,2,Statements Hub,4,Transformed API request into company-wide strategy opportunity
525,What steps do you take to ensure projects you complete get transitioned effectively to new owners?,1,Global Pay STP rates,5,Documented process and trained analyst for successful transition
525,What steps do you take to ensure projects you complete get transitioned effectively to new owners?,2,PNC Trade Finance,4,Successfully transitioned custom CRM system to IT department
526,How do you ensure your team stays connected to the company vision?,1,GBAC Vision,4,Aligned banking automation vision with broader company goals
527,Tell me about an initiative you undertook because you saw that it could benefit the whole company.,1,Statements Hub,5,Created company-wide bank connectivity strategy when no team owned the problem
527,Tell me about an initiative you undertook because you saw that it could benefit the whole company.,2,GBAC Vision,4,Developed comprehensive solution for banking process automation
528,Give me two examples of when you did more than what was required in any job experience,1,PNC Trade Finance,5,Built custom CRM system beyond original marketing assignment
528,Give me two examples of when you did more than what was required in any job experience,2,Global Pay STP rates,5,Took on additional critical role despite existing UX responsibilities
529,Tell me about a time when you took on something significant outside your area of responsibility.,1,PNC Trade Finance,5,Went beyond marketing role to build custom CRM system
529,Tell me about a time when you took on something significant outside your area of responsibility.,2,Statements Hub,4,Expanded simple API request into comprehensive strategy
530,Describe a time you didn't think you were going to meet a commitment you promised?,1,Ripple pilot,4,Identified timeline risk and took on PM role to meet strategic deadline
531,Tell me about a time you had to make a short-term sacrifice in order to achieve a longterm goal.,1,Global Pay Research,5,Chose longer research timeline over quick solution for better product decisions
531,Tell me about a time you had to make a short-term sacrifice in order to achieve a longterm goal.,2,GBAC Vision,4,Accepted longer timeline to build proper support for vision
532,Give an example of when you saw a peer struggling and decided to step in and help.,1,Global Pay STP rates,5,Identified and mentored analyst to help them transition into product role
533,What was the situation and what actions did you take? What was the outcome?,1,Global Pay STP rates,5,"Mentored analyst through STP analysis, resulting in successful career transition"
534,What steps do you take to ensure projects you complete get transitioned effectively to new owners?,1,Global Pay STP rates,5,Documented process and trained analyst for successful STP analysis transition
534,What steps do you take to ensure projects you complete get transitioned effectively to new owners?,2,PNC Trade Finance,4,Successfully handed over custom CRM system to IT department
535,Give an example where you chose to reengage on a project you had already transitioned to someone else.,0,No match,0,No stories describe re-engagement after transition
536,How do you ensure your team stays connected to the company vision and the bigger picture?,1,GBAC Vision,4,Aligned banking automation initiative with broader company goals
537,Give an example of when you felt a team or individual goal was in conflict with the company vision.,1,Global Pay Research,4,Resolved conflict between quick delivery and proper research needs
538,Tell me a time when you helped build a more inclusive working environment.,0,No match,0,No stories specifically address improving workplace inclusivity
539,Tell me about a time when you advocated for someone who had less influence or seniority than you.,1,Global Pay STP rates,4,Advocated for analyst's career development into product management
540,Describe a time when you implemented a change at work aimed at improving the work experience.,1,OLAF Innovation,4,Redesigned onboarding process to improve experience for all stakeholders
541,"Describe a time when you promoted diversity, equity, or inclusion in the workplace.",0,No match,0,No stories specifically address promoting workplace diversity
542,Tell me about a time when you showed compassion toward someone during a stressful situation.,1,Global Pay STP rates,3,Showed understanding and support for analyst during career transition
543,Tell me about a time when you supported or empowered someone else to achieve a goal.,1,Global Pay STP rates,5,Mentored analyst through transition to product management role
544,Give me an example of a time when you organized an initiative to foster an enjoyable work environment.,0,No match,0,No stories describe initiatives focused on workplace enjoyment
545,Tell me about a time when you noticed someone was being excluded or treated unfairly.,0,No match,0,No stories address addressing unfair treatment or exclusion
546,Tell me about a time you created an environment where people felt comfortable speaking up.,1,OLAF Scope,3,Created environment where team felt comfortable questioning requirements
547,Give me an example of when you worked to improve your team's work environment?,1,OLAF Innovation,3,Improved work processes to reduce friction for all stakeholders
548,"Tell me about a time you influenced a change that fostered diversity, equity, and inclusion.",0,No match,0,No stories specifically address DEI initiatives
549,Share an example when you helped make your workplace more inclusive.,0,No match,0,No stories specifically address workplace inclusivity
550,Describe a time when you created an environment where your team could speak freely.,1,OLAF Scope,3,Created environment encouraging team to question existing processes
551,Give me an example of a change you drove that improved your employment experience for colleagues?,1,OLAF Innovation,3,Improved onboarding process making work easier for multiple teams
552,Share a time you showed empathy to someone during a difficult situation.,1,Global Pay STP rates,4,Recognized and supported analyst's career development aspirations
553,Tell me about when you felt someone was treated unfairly.,0,No match,0,No stories describe witnessing or addressing unfair treatment
554,Tell me about a time you advocated for someone less senior or networked.,1,Global Pay STP rates,5,Advocated for analyst's transition to product management role
555,What routines have you established in your workplace to improve safety?,0,No match,0,No stories address workplace safety initiatives
556,Describe a time you constructed a team.,1,OLAF Scope,3,Assembled cross-functional team for onboarding improvement project
557,"How do you tell the difference between ""right"" and ""wrong"" as it applies to your job?",0,No match,0,No stories specifically address ethical decision-making framework
558,How have you made your employees excited about coming to work?,0,No match,0,No stories focus on improving employee engagement or excitement
559,Tell me about a time when you made the wrong assumptions about a direct report or peer.,1,PNC Canada risk review,3,Recognized wrong assumptions about risk committee's knowledge needs
560,Tell me how you help your team members develop their careers.,1,Global Pay STP rates,5,Mentored analyst through career transition to product management
560,Tell me how you help your team members develop their careers.,2,Global Pay STP rates,4,Created development opportunity by training analyst as product owner
561,Give me an example of someone who was promoted due to your coaching efforts.,1,Global Pay STP rates,4,"Mentored business analyst into product management role, helping them transition to product owner position"
562,Tell me about a time you worked on a project that had impact beyond your immediate client/customer/organization.,1,PNC Trade Finance,5,"Solution helped transform team into largest Exim Bank program user, winning US President's Award"
562,Tell me about a time you worked on a project that had impact beyond your immediate client/customer/organization.,2,Statements Hub,4,Proposed company-wide strategy affecting multiple Amazon teams beyond Treasury
563,Tell me about a time when you decided to change a decision because of unintended consequences for your customers.,1,OLAF Innovation,4,Changed onboarding approach after discovering existing process was causing customers to switch to paper applications
564,Tell me about a time when you changed course because of the negative impact you were going to cause to a third-party.,0,No match,0,No stories explicitly describe changing course due to third-party impact
565,Tell me a time when you thought carefully about social responsibility as a critical aspect of your decision making.,0,No match,0,No stories focus on social responsibility aspects
566,"Tell me about a time when you considered everyone who was affected by your work, not just your direct customers or people within your organization.",1,OLAF Scope,4,"Considered impact across multiple stakeholders including sales, operations, legal, compliance while modernizing onboarding"
567,Describe a time when you had to balance growth or perceived progress with environmental or societal impacts.,0,No match,0,No stories discuss environmental or societal impact balancing
568,Tell me about a time where you realized a project would have unintended consequences in the future.,1,PNC Trade Finance,3,"Built ""temporary"" CRM system that unexpectedly became crucial for 15 years"
569,Tell me about a time you left something better than how you found it.,1,PNC Trade Finance,5,Transformed underperforming team into award-winning one with revenue growth from $3M to $8M
569,Tell me about a time you left something better than how you found it.,2,OLAF Scope,4,Reduced onboarding time 75% and eliminated 25% of questions
570,Tell me about a time you influenced an organizational change to bring new social awareness and responsibility among the teams.,0,No match,0,No stories focus on social awareness or responsibility initiatives
571,Walk me through an example of when you influenced change to increase social awareness and responsibility in teams.,0,No match,0,No stories focus on social awareness initiatives
572,Describe a time when you seriously considered social responsibility before moving forward with a project or decision.,0,No match,0,No stories discuss social responsibility considerations
573,Describe a scenario where your work impacted beyond the intended customer.,1,PNC Trade Finance,5,CRM system impact expanded beyond trade finance team to transform entire business unit
573,Describe a scenario where your work impacted beyond the intended customer.,2,Statements Hub,4,Strategy impacted multiple teams across Amazon beyond initial Treasury scope
574,"Tell me about a time when you considered all affected by your work, not just the customer or business and it resulted in a change in direction.",1,OLAF Scope,4,"Changed scope after considering impacts across multiple stakeholders (sales, operations, legal, compliance)"
575,Describe a time when you balanced a key goal with environmental or societal impacts.,0,No match,0,No stories discuss environmental or societal impact balancing
576,Tell me about a time you left something better than you found it.,1,PNC Trade Finance,5,Transformed underperforming team into award-winning one
576,Tell me about a time you left something better than you found it.,2,OLAF Scope,4,Dramatically improved onboarding process efficiency and user experience
577,Tell me about a time when you changed a plan due to negative consequences you hadn't considered.,1,OLAF Innovation,4,Revised onboarding approach after discovering unintended customer drop-offs
578,Tell me about a time you had to evaluate a potential strategic partnership.,1,Ripple pilot,5,Led evaluation and selection of Ripple and Santander as strategic partners for blockchain initiative
579,How have you developed and maintained a partner relationship?,1,Ripple pilot,4,Successfully managed relationships with Ripple and Santander through pilot implementation
580,When did you have a difficult situation with a partner?,1,PNC Canada risk review,4,Navigated challenging situation with Canadian bank partner during risk review process
581,When did you have to say no to a partner?,1,Statements Hub,4,Said no to bank partners' API proposal after determining it couldn't handle Amazon's volume
582,Have you ever lost a partner?,0,No match,0,No stories describe losing a partnership
583,When have you gone out of your way to help a partner?,1,PNC Canada risk review,3,Went extra mile to meet with each committee member to address concerns and translate requirements
584,When have you done something to improve the process for your partner?,1,PNC Trade Finance,4,Built CRM system that improved collaboration between all parties including external partners
585,Tell me about a time you worked with a partner to achieve scale that would have otherwise been impossible.,1,Ripple pilot,4,Partnered with Ripple and Santander to achieve first blockchain payment pilot among major networks
586,"How do you promote and maintain social, ethical, and organizational norms in business activities?",0,No match,0,No stories focus on maintaining social or ethical norms
587,Tell me about how you think about your work impacting the world.,0,No match,0,No stories discuss global impact philosophy
588,Tell me about a time where you failed to anticipate the secondary effects of a project.,1,PNC Trade Finance,3,"Did not anticipate ""temporary"" CRM system would become critical for 15 years"
589,Tell me about time when you were working on an initiative or goal and saw an opportunity to do something much bigger or better than the initial focus.,1,OLAF Scope,5,Expanded simple UI update into comprehensive process improvement reducing onboarding time by 75%
589,Tell me about time when you were working on an initiative or goal and saw an opportunity to do something much bigger or better than the initial focus.,2,PNC Trade Finance,5,Transformed simple marketing project into complete CRM system that revolutionized team performance
589,Tell me about time when you were working on an initiative or goal and saw an opportunity to do something much bigger or better than the initial focus.,3,Statements Hub,4,Turned API implementation request into company-wide connectivity strategy
590,Give me an example of how you have changed the direction or view of a specific function/department and helped them embrace a new way of thinking.,1,OLAF Innovation,5,Changed department's view on process constraints by questioning assumptions about regulatory requirements
590,Give me an example of how you have changed the direction or view of a specific function/department and helped them embrace a new way of thinking.,2,PNC Trade Finance,4,Changed team's approach to collaboration through innovative CRM system
591,Give me an example of a time you proposed a novel approach to a problem.,1,PNC Trade Finance,5,Uniquely proposed building custom CRM as product manager - unprecedented approach at PNC
591,Give me an example of a time you proposed a novel approach to a problem.,2,OLAF Innovation,5,Created innovative multi-path onboarding system based on customer complexity
592,Tell me about a time when you drove adoption for your vision/ideas.,1,GBAC Vision,4,Adapted vision presentation to gain stakeholder support through visualization and phased approach
592,Tell me about a time when you drove adoption for your vision/ideas.,2,Global Pay Roadmap,4,Vision became best practice for roadmap development across organization
593,Give me an example of an idea or vision you had which was adopted by global stakeholders.,1,OLAF Innovation,5,Onboarding solution became new global standard rolled out to other markets
594,Tell me about a time when you thought differently to improve a process that was working.,1,OLAF Innovation,4,Questioned assumptions about regulatory requirements to improve working but inefficient process
594,Tell me about a time when you thought differently to improve a process that was working.,2,Statements Hub,4,Challenged existing bank connectivity methods despite them being functional
595,Tell me about a time when you established a vision for a team/product/initiative when there wasn't one.,1,GBAC Vision,5,Created comprehensive vision for banking process automation where only tactical solutions existed
595,Tell me about a time when you established a vision for a team/product/initiative when there wasn't one.,2,Statements Hub,4,Developed new company-wide vision for bank connectivity
596,Tell me about a time when you developed a big vision or idea and had to work to get everyone onboard.,1,GBAC Vision,5,Created vision for banking automation and worked systematically to gain stakeholder support
597,Tell me about a time when you took a risk in order to achieve a big impact.,1,PNC Trade Finance,5,"Took risk building custom CRM as product manager, leading to major business transformation"
597,Tell me about a time when you took a risk in order to achieve a big impact.,2,Ripple pilot,4,Led risky first blockchain initiative with aggressive timeline
598,Tell me about a time you took a big risk that didn't work out well.,1,PNC Canada risk review,5,Risk committee presentation failed due to communication approach
599,Tell me about a time that you proposed a solution that was drastically different to any solution anyone had come up with before.,1,PNC Trade Finance,5,Proposed unprecedented solution of product manager building custom CRM
599,Tell me about a time that you proposed a solution that was drastically different to any solution anyone had come up with before.,2,OLAF Innovation,5,Created novel multi-path onboarding system based on customer complexity
600,Walk me though an example of a time you materially expanded on the scope or opportunity of a project or goal.,1,OLAF Scope,5,Expanded simple UI update into comprehensive process improvement
600,Walk me though an example of a time you materially expanded on the scope or opportunity of a project or goal.,2,Statements Hub,4,Transformed API implementation into company-wide strategy
601,Tell me about a time when you took a calculated risk in order to achieve a big professional goal.,1,PNC Trade Finance,5,Took calculated risk proposing to build CRM as product manager
601,Tell me about a time when you took a calculated risk in order to achieve a big professional goal.,1,PNC Trade Finance,5,Took calculated risk proposing to build CRM as product manager
601,Tell me about a time when you took a calculated risk in order to achieve a big professional goal.,2,Ripple pilot,4,Made rapid partner selection decisions to meet aggressive blockchain pilot timeline
602,"Tell me about a time you took a big risk – what was the risk, how did you decide to do it?",1,PNC Trade Finance,5,Risked career proposing unprecedented product manager-built CRM system
602,"Tell me about a time you took a big risk – what was the risk, how did you decide to do it?",2,Ripple pilot,4,Quick partner selection for first blockchain initiative
603,Tell me about a time you took a big risk and it failed.,1,PNC Canada risk review,5,Failed risk committee presentation due to poor stakeholder communication
604,Tell me about your proudest professional achievement.,1,PNC Trade Finance,5,Transformed team performance and created system used for 15 years
604,Tell me about your proudest professional achievement.,2,OLAF Scope,4,Reduced onboarding time 75% and created new global standard
605,Talk about a time when you went above and beyond expectations.,1,PNC Trade Finance,5,Went beyond marketing assignment to build transformative CRM system
605,Talk about a time when you went above and beyond expectations.,2,OLAF Scope,4,Expanded simple UI update into comprehensive process improvement
606,Tell me about a time when you went way beyond the scope of the project and delivered.,1,PNC Trade Finance,5,Transformed simple marketing project into complete CRM system
606,Tell me about a time when you went way beyond the scope of the project and delivered.,2,OLAF Scope,5,Expanded UI update into full process transformation
607,Give me an example of a radical approach to a big problem you proposed.,1,OLAF Innovation,5,Created unprecedented multi-path onboarding based on customer complexity
607,Give me an example of a radical approach to a big problem you proposed.,2,PNC Trade Finance,5,Proposed product manager-built custom CRM system
608,How do you drive adoption for your vision/ideas?,1,GBAC Vision,4,"Used visualization, phased approach, and systematic stakeholder engagement"
608,How do you drive adoption for your vision/ideas?,2,Global Pay Roadmap,4,Built credibility through data-driven approach and research
609,Tell me about time you were working on an initiative or goal and saw an opportunity to do something much bigger.,1,PNC Trade Finance,5,Expanded marketing project into transformative CRM system
609,Tell me about time you were working on an initiative or goal and saw an opportunity to do something much bigger.,2,OLAF Scope,5,Transformed UI update into comprehensive process improvement
610,Tell me about a time you looked at a key process that was working well and questioned whether it was still the right one.,1,OLAF Innovation,5,Challenged assumptions about regulatory requirements in existing process
610,Tell me about a time you looked at a key process that was working well and questioned whether it was still the right one.,2,Statements Hub,4,Questioned established bank connectivity methods
611,Tell me about a time you took a calculated risk in order to achieve a professional goal.,1,PNC Trade Finance,5,Risked career by proposing unprecedented product manager-built CRM
611,Tell me about a time you took a calculated risk in order to achieve a professional goal.,2,Ripple pilot,4,"Made quick, high-stakes decisions on blockchain partner selection"
612,Tell me about a time you went way beyond the scope of the project and delivered.,1,PNC Trade Finance,5,Transformed marketing project into complete CRM system
612,Tell me about a time you went way beyond the scope of the project and delivered.,2,OLAF Scope,5,Expanded UI update into process transformation
613,Give me an example of a radical approach to a problem you proposed.,1,OLAF Innovation,5,Created innovative multi-path onboarding system
613,Give me an example of a radical approach to a problem you proposed.,2,PNC Trade Finance,5,Proposed unprecedented product manager-built CRM
614,Tell me about a time you were working on an initiative or goal and saw an opportunity to do something much bigger than the initial focus.,1,PNC Trade Finance,5,Expanded marketing project into transformative CRM system
614,Tell me about a time you were working on an initiative or goal and saw an opportunity to do something much bigger than the initial focus.,2,Statements Hub,4,Transformed API implementation into company-wide strategy
