ID,Question,Category,Source,Original number,Story count,short version
551,Give me an example of a change you drove that improved your employment experience for you and colleagues? Why was this change needed?,LP: Strive to be Earth's best employer,Day One Careers,14,1,Give me an example of a change you drove that improved your employment experience for colleagues?
552,Share a time you showed empathy to someone during a difficult situation. How did you realize their situation? What did you do and how did it turn out?,LP: Strive to be Earth's best employer,Day One Careers,15,1,Share a time you showed empathy to someone during a difficult situation.
553,Tell me about when you felt someone was treated unfairly. Could you help them?,LP: Strive to be Earth's best employer,Day One Careers,16,0,Tell me about when you felt someone was treated unfairly.
554,Tell me about a time you advocated for someone less senior or networked. Why did you act and what was the result?,LP: Strive to be Earth's best employer,Day One Careers,17,1,Tell me about a time you advocated for someone less senior or networked.
555,What routines have you established in your workplace to improve safety?,LP: Strive to be Earth's best employer,Genie 2024,18,0,What routines have you established in your workplace to improve safety?
556,Describe a time you constructed a team. What factors did you consider for diversity and team effectiveness?,LP: Strive to be Earth's best employer,Genie 2024,19,1,Describe a time you constructed a team.
557,"How do you tell the difference between ""right"" and ""wrong"" as it applies to your job? What does it mean to you to be a ""just"" manager?",LP: Strive to be Earth's best employer,Genie 2024,22,0,"How do you tell the difference between ""right"" and ""wrong"" as it applies to your job?"
558,How have you made your employees excited about coming to work?,LP: Strive to be Earth's best employer,Genie 2024,23,0,How have you made your employees excited about coming to work?
559,Tell me about a time when you made the wrong assumptions about a direct report or peer. How did you correct it?,LP: Strive to be Earth's best employer,Genie 2024,24,1,Tell me about a time when you made the wrong assumptions about a direct report or peer.
560,Tell me how you help your team members develop their careers. Can you give examples of specific people you invested in?,LP: Strive to be Earth's best employer,Genie 2024,25,2,Tell me how you help your team members develop their careers.
561,Give me an example of someone who was promoted due to your coaching efforts.,LP: Strive to be Earth's best employer,Genie 2024,28,1,Give me an example of someone who was promoted due to your coaching efforts.
562,Tell me about a time you worked on a project that had impact beyond your immediate client/customer/organization. How did you approach the downstream impact?,LP: Success and scale bring broad responsibility,Amazon,1,2,Tell me about a time you worked on a project that had impact beyond your immediate client/customer/organization.
563,Tell me about a time when you decided to change a decision because of unintended consequences for your customers. What tradeoffs did you make?,LP: Success and scale bring broad responsibility,Amazon,2,1,Tell me about a time when you decided to change a decision because of unintended consequences for your customers.
564,Tell me about a time when you changed course because of the negative impact you were going to cause to a third-party.,LP: Success and scale bring broad responsibility,Amazon,3,0,Tell me about a time when you changed course because of the negative impact you were going to cause to a third-party.
565,Tell me a time when you thought carefully about social responsibility as a critical aspect of your decision making. What was the impact?,LP: Success and scale bring broad responsibility,Amazon,4,0,Tell me a time when you thought carefully about social responsibility as a critical aspect of your decision making.
566,"Tell me about a time when you considered everyone who was affected by your work, not just your direct customers or people within your organization.",LP: Success and scale bring broad responsibility,Amazon,5,1,"Tell me about a time when you considered everyone who was affected by your work, not just your direct customers or people within your organization."
567,Describe a time when you had to balance growth or perceived progress with environmental or societal impacts. What steps did you take?,LP: Success and scale bring broad responsibility,Amazon,6,0,Describe a time when you had to balance growth or perceived progress with environmental or societal impacts.
568,Tell me about a time where you realized a project would have unintended consequences in the future. Did you ever realize this after completion?,LP: Success and scale bring broad responsibility,Amazon,7,1,Tell me about a time where you realized a project would have unintended consequences in the future.
569,Tell me about a time you left something better than how you found it. What was it and how did you change or impact it?,LP: Success and scale bring broad responsibility,Amazon,8,2,Tell me about a time you left something better than how you found it.
570,Tell me about a time you influenced an organizational change to bring new social awareness and responsibility among the teams.,LP: Success and scale bring broad responsibility,Amazon,9,0,Tell me about a time you influenced an organizational change to bring new social awareness and responsibility among the teams.
571,Walk me through an example of when you influenced change to increase social awareness and responsibility in teams. What were the outcomes?,LP: Success and scale bring broad responsibility,Day One Careers,10,0,Walk me through an example of when you influenced change to increase social awareness and responsibility in teams.
572,Describe a time when you seriously considered social responsibility before moving forward with a project or decision.,LP: Success and scale bring broad responsibility,Day One Careers,11,0,Describe a time when you seriously considered social responsibility before moving forward with a project or decision.
573,Describe a scenario where your work impacted beyond the intended customer. How did you approach the potential impact radius and manage risks?,LP: Success and scale bring broad responsibility,Day One Careers,12,2,Describe a scenario where your work impacted beyond the intended customer.
574,"Tell me about a time when you considered all affected by your work, not just the customer or business and it resulted in a change in direction.",LP: Success and scale bring broad responsibility,Day One Careers,13,1,"Tell me about a time when you considered all affected by your work, not just the customer or business and it resulted in a change in direction."
575,Describe a time when you balanced a key goal with environmental or societal impacts.,LP: Success and scale bring broad responsibility,Day One Careers,14,0,Describe a time when you balanced a key goal with environmental or societal impacts.
576,Tell me about a time you left something better than you found it.,LP: Success and scale bring broad responsibility,Day One Careers,15,2,Tell me about a time you left something better than you found it.
577,Tell me about a time when you changed a plan due to negative consequences you hadn't considered.,LP: Success and scale bring broad responsibility,Day One Careers,16,1,Tell me about a time when you changed a plan due to negative consequences you hadn't considered.
578,Tell me about a time you had to evaluate a potential strategic partnership. What approach did you take?,LP: Success and scale bring broad responsibility,Genie 2024,17,1,Tell me about a time you had to evaluate a potential strategic partnership.
579,How have you developed and maintained a partner relationship?,LP: Success and scale bring broad responsibility,Genie 2024,18,1,How have you developed and maintained a partner relationship?
580,When did you have a difficult situation with a partner? What was the problem and how did you resolve it?,LP: Success and scale bring broad responsibility,Genie 2024,19,1,When did you have a difficult situation with a partner?
581,When did you have to say no to a partner? How did you handle it?,LP: Success and scale bring broad responsibility,Genie 2024,20,1,When did you have to say no to a partner?
582,Have you ever lost a partner? What was the situation?,LP: Success and scale bring broad responsibility,Genie 2024,21,0,Have you ever lost a partner?
583,When have you gone out of your way to help a partner?,LP: Success and scale bring broad responsibility,Genie 2024,22,1,When have you gone out of your way to help a partner?
584,When have you done something to improve the process for your partner?,LP: Success and scale bring broad responsibility,Genie 2024,23,1,When have you done something to improve the process for your partner?
585,Tell me about a time you worked with a partner to achieve scale that would have otherwise been impossible.,LP: Success and scale bring broad responsibility,Genie 2024,24,1,Tell me about a time you worked with a partner to achieve scale that would have otherwise been impossible.
586,"How do you promote and maintain social, ethical, and organizational norms in business activities?",LP: Success and scale bring broad responsibility,Genie 2024,25,0,"How do you promote and maintain social, ethical, and organizational norms in business activities?"
587,Tell me about how you think about your work impacting the world.,LP: Success and scale bring broad responsibility,Genie 2024,26,0,Tell me about how you think about your work impacting the world.
588,Tell me about a time where you failed to anticipate the secondary effects of a project. How did you prevent this in future projects?,LP: Success and scale bring broad responsibility,Genie 2024,27,1,Tell me about a time where you failed to anticipate the secondary effects of a project.
589,Tell me about time when you were working on an initiative or goal and saw an opportunity to do something much bigger or better than the initial focus.,LP: Think Big,Amazon,1,3,Tell me about time when you were working on an initiative or goal and saw an opportunity to do something much bigger or better than the initial focus.
590,Give me an example of how you have changed the direction or view of a specific function/department and helped them embrace a new way of thinking.,LP: Think Big,Amazon,2,2,Give me an example of how you have changed the direction or view of a specific function/department and helped them embrace a new way of thinking.
591,Give me an example of a time you proposed a novel approach to a problem. What was the problem and why did it require a novel approach?,LP: Think Big,Amazon,3,2,Give me an example of a time you proposed a novel approach to a problem.
592,Tell me about a time when you drove adoption for your vision/ideas. How did you know your vision/idea was adopted by others?,LP: Think Big,Amazon,4,2,Tell me about a time when you drove adoption for your vision/ideas.
593,Give me an example of an idea or vision you had which was adopted by global stakeholders.,LP: Think Big,Amazon,5,1,Give me an example of an idea or vision you had which was adopted by global stakeholders.
594,Tell me about a time when you thought differently to improve a process that was working. What assumptions did you have to question?,LP: Think Big,Amazon,6,2,Tell me about a time when you thought differently to improve a process that was working.
595,Tell me about a time when you established a vision for a team/product/initiative when there wasn't one.,LP: Think Big,Amazon,8,2,Tell me about a time when you established a vision for a team/product/initiative when there wasn't one.
596,Tell me about a time when you developed a big vision or idea and had to work to get everyone onboard.,LP: Think Big,Day One Careers,10,1,Tell me about a time when you developed a big vision or idea and had to work to get everyone onboard.
597,Tell me about a time when you took a risk in order to achieve a big impact.,LP: Think Big,Day One Careers,11,2,Tell me about a time when you took a risk in order to achieve a big impact.
598,Tell me about a time you took a big risk that didn't work out well.,LP: Think Big,Day One Careers,12,1,Tell me about a time you took a big risk that didn't work out well.
599,Tell me about a time that you proposed a solution that was drastically different to any solution anyone had come up with before.,LP: Think Big,Day One Careers,13,2,Tell me about a time that you proposed a solution that was drastically different to any solution anyone had come up with before.
600,Walk me though an example of a time you materially expanded on the scope or opportunity of a project or goal.,LP: Think Big,Day One Careers,14,2,Walk me though an example of a time you materially expanded on the scope or opportunity of a project or goal.
601,Tell me about a time when you took a calculated risk in order to achieve a big professional goal.,LP: Think Big,Genie 2021,15,3,Tell me about a time when you took a calculated risk in order to achieve a big professional goal.
602,"Tell me about a time you took a big risk – what was the risk, how did you decide to do it?",LP: Think Big,Genie 2021,16,2,"Tell me about a time you took a big risk – what was the risk, how did you decide to do it?"
603,Tell me about a time you took a big risk and it failed.,LP: Think Big,Genie 2021,17,1,Tell me about a time you took a big risk and it failed.
604,Tell me about your proudest professional achievement.,LP: Think Big,Genie 2021,18,2,Tell me about your proudest professional achievement.
605,Talk about a time when you went above and beyond expectations.,LP: Think Big,Genie 2021,19,2,Talk about a time when you went above and beyond expectations.
606,Tell me about a time when you went way beyond the scope of the project and delivered.,LP: Think Big,Genie 2021,20,2,Tell me about a time when you went way beyond the scope of the project and delivered.
607,Give me an example of a radical approach to a big problem you proposed.,LP: Think Big,Genie 2021,21,2,Give me an example of a radical approach to a big problem you proposed.
608,How do you drive adoption for your vision/ideas?,LP: Think Big,Genie 2021,22,2,How do you drive adoption for your vision/ideas?
609,Tell me about time you were working on an initiative or goal and saw an opportunity to do something much bigger.,LP: Think Big,Genie 2021,23,2,Tell me about time you were working on an initiative or goal and saw an opportunity to do something much bigger.
610,Tell me about a time you looked at a key process that was working well and questioned whether it was still the right one.,LP: Think Big,Genie 2021,24,2,Tell me about a time you looked at a key process that was working well and questioned whether it was still the right one.
611,Tell me about a time you took a calculated risk in order to achieve a professional goal.,LP: Think Big,Genie 2024,25,2,Tell me about a time you took a calculated risk in order to achieve a professional goal.
612,Tell me about a time you went way beyond the scope of the project and delivered.,LP: Think Big,Genie 2024,27,2,Tell me about a time you went way beyond the scope of the project and delivered.
613,Give me an example of a radical approach to a problem you proposed.,LP: Think Big,Genie 2024,29,2,Give me an example of a radical approach to a problem you proposed.
614,Tell me about a time you were working on an initiative or goal and saw an opportunity to do something much bigger than the initial focus.,LP: Think Big,Other,33,2,Tell me about a time you were working on an initiative or goal and saw an opportunity to do something much bigger than the initial focus.
615,Tell me about a time when very senior people adopted your vision across the organisation.,LP: Think Big,Other,34,2,Tell me about a time when very senior people adopted your vision across the organisation.
